5710	174181
5720	168886
5730	168048
5740	176087
5750	174194
5760	164913
5770	169488
5780	170471
5790	175452
5800	171367
5810	177294
5820	177201
5830	178058
5840	172639
5850	177284
5860	179592
5870	184648
5880	179379
5890	173694
5900	174423
5910	179995
5920	175993
5930	180698
5940	181711
5950	186832
5960	176376
5970	181986
5980	182355
5990	182045
6000	184160
6010	188935
6020	177604
6030	182780
6040	185421
6050	184533
6060	184741
6070	191009
6080	180177
6090	185002
6100	186035
6110	191286
6120	186971
6130	192856
6140	193115
6150	186015
6160	175382
6170	180257
6180	187559
6190	192865
6200	182387
6210	187568
6220	182729
6230	194179
6240	189942
6250	194887
6260	195940
6270	201321
6280	190635
6290	184151
6300	196904
6310	196559
6320	186365
6330	191370
6340	186254
6350	191690
6360	199329
6370	198381
6380	193706
6390	205167
6400	183034
6410	188089
6420	189152
6430	194653
6440	190088
6450	200486
6460	196502
6470	201255
6480	191380
6490	196505
6500	202869
6510	208445
6520	198730
6530	191255
6540	204357
6550	198176
6560	193704
6570	198889
6580	199982
6590	205623
6600	206410
6610	200182
6620	212989
6630	212619
6640	202496
6650	207751
6660	200763
6670	206459
6680	198111
6690	197093
6700	208530
6710	204169
6720	203411
6730	208716
6740	209829
6750	215600
6760	210805
6770	205966
6780	217529
6790	210735
6800	201552
6810	206917
6820	212389
6830	218225
6840	209207
6850	212348
6860	209534
6870	219599
6880	214902
6890	220337
6900	221480
6910	227391
6920	204608
6930	215317
6940	211457
6950	211042
6960	217701
6970	223196
6980	217550
6990	223516
7000	213937
7010	212869
7020	225672
7030	220275
7040	208809
7050	214354
7060	215507
7070	221538
7080	216503
7090	226789
7100	223517
7110	227583
7120	217855
7130	223470
7140	229307
7150	235413
7160	225855
7170	214336
7180	214462
7190	221877
7200	216935
7210	222600
7220	223773
7230	229934
7240	216495
7250	223898
7260	223634
7270	223184
7280	226352
7290	232087
7300	217643
7310	223859
7320	227578
7330	226450
7340	226040
7350	234166
7360	220366
7370	226151
7380	227344
7390	233635
7400	228360
7410	236033
7420	235664
7430	229979
7440	222207
7450	228052
7460	231713
7470	238069
7480	230472
7490	231592
7500	230764
7510	239463
7520	234296
7530	240211
7540	241434
7550	247865
7560	234969
7570	232101
7580	242418
7590	241943
7600	234625
7610	240600
7620	234414
7630	240900
7640	245013
7650	243835
7660	243166
7670	251881
7680	232704
7690	238729
7700	239962
7710	246513
7720	240998
7730	236242
7740	248592
7750	237021
7760	242370
7770	248465
7780	238795
7790	245411
7800	250980
7810	242015
7820	240288
7830	250196
7840	244794
7850	250949
7860	252212
7870	258903
7880	242421
7890	252292
7900	250160
7910	249650
7920	254916
7930	261141
7940	246684
7950	253430
7960	245407
7970	244159
7980	255751
7990	252495
8000	249542
8010	255817
8020	257100
8030	263921
8040	258176
8050	254372
8060	266080
8070	257901
8080	249008
8090	255343
8100	259745
8110	266631
8120	257923
8130	259574
8140	258200
8150	268085
8160	262458
8170	268863
8180	270176
8190	277137
8200	241393
8210	256477
8220	249402
8230	248847
8240	259141
8250	265596
8260	258870
8270	265876
8280	251992
8290	250684
8300	268252
8310	259330
8320	245669
8330	252174
8340	253487
8350	260558
8360	254563
8370	269209
8380	262737
8390	270013
8400	255955
8410	262530
8420	271897
8430	279043
8440	265175
8450	263169
8460	257564
8470	271970
8480	266098
8490	272733
8500	274076
8510	281287
8520	259737
8530	274081
8540	268056
8550	267476
8560	276845
8570	283550
8580	260865
8590	268131
8600	278076
8610	276718
8620	270562
8630	285694
8640	263798
8650	270553
8660	271916
8670	279257
8680	273032
8690	287641
8700	281516
8710	264991
8720	272870
8730	279685
8740	266885
8750	274281
8760	282395
8770	266604
8780	282637
8790	275715
8800	269608
8810	276483
8820	277866
8830	285337
8840	270221
8850	283889
8860	278830
8870	278215
8880	286723
8890	293668
8900	286412
8910	293948
8920	281535
8930	280117
8940	296464
8950	289403
8960	281077
8970	288072
8980	289475
8990	297076
9000	290611
9010	282282
9020	299385
9030	283091
9040	292063
9050	299128
9060	285055
9070	292721
9080	301933
9090	291478
9100	286593
9110	300919
9120	294587
9130	301712
9140	303145
9150	310886
9160	288866
9170	303105
9180	297785
9190	297145
9200	306039
9210	313234
9220	286718
9230	294504
9240	284760
9250	283272
9260	297045
9270	292848
9280	289726
9290	296961
9300	298404
9310	306265
9320	299560
9330	294745
9340	308624
9350	299050
9360	288401
9370	295696
9380	301054
9390	308980
9400	298536
9410	300723
9420	298743
9430	310474
9440	303907
9450	311272
9460	312745
9470	320746
9480	291497
9490	303777
9500	300686
9510	300001
9520	306751
9530	314176
9540	306380
9550	314436
9560	303446
9570	301908
9580	317062
9590	311814
9600	295968
9610	303443
9620	304926
9630	313047
9640	306102
9650	317929
9660	315456
9670	318763
9680	307574
9690	315119
9700	320837
9710	329033
9720	318054
9730	296896
9740	313744
9750	306937
9760	300125
9770	307720
9780	309223
9790	317474
9800	316057
9810	309078
9820	325556
9830	324846
9840	312122
9850	319787
9860	317165
9870	325481
9880	313318
9890	311720
9900	328162
9910	321936
9920	320308
9930	328033
9940	329566
9950	337957
9960	330782
9970	323903
9980	340446
9990	315354
10000	322249
